"fh_evento","Evento"
"2018-03-09 13:16:10","PET"
"2018-03-09 13:16:09","PET"
"2018-03-09 13:16:08","PET"
"2018-03-09 13:16:07","VAL"
"2018-03-09 13:16:07","PET"
"2018-03-09 13:16:07","VAL"
"2018-03-09 13:16:06","PET"
"2018-03-09 13:16:06","PET"
"2018-03-09 13:16:06","VAL"
"2018-03-09 13:16:04","PET"
"2018-03-09 13:16:03","PET"
"2018-03-09 13:16:02","PET"
"2018-03-09 13:16:02","PET"
"2018-03-09 13:15:59","PET"
"2018-03-09 13:15:59","VAL"
"2018-03-09 13:15:59","PET"
"2018-03-09 13:15:57","PET"
"2018-03-09 13:15:57","PET"
"2018-03-09 13:15:56","VAL"
"2018-03-09 13:15:55","PET"
"2018-03-09 13:15:54","PET"
"2018-03-09 13:15:53","VAL"
"2018-03-09 13:15:52","PET"
"2018-03-09 13:15:52","PET"
"2018-03-09 13:15:51","VAL"
"2018-03-09 13:15:50","PET"
"2018-03-09 13:15:50","PET"
"2018-03-09 13:15:49","PET"
"2018-03-09 13:15:48","PET"
"2018-03-09 13:15:48","VAL"
"2018-03-09 13:15:48","VAL"
"2018-03-09 13:15:47","VAL"
"2018-03-09 13:15:46","PET"
"2018-03-09 13:15:45","PET"
"2018-03-09 13:15:44","PET"
"2018-03-09 13:15:43","PET"
"2018-03-09 13:15:43","PET"
"2018-03-09 13:15:42","PER"
"2018-03-09 13:15:41","VAL"
"2018-03-09 13:15:41","PET"
"2018-03-09 13:15:40","PET"
"2018-03-09 13:15:39","VAL"
"2018-03-09 13:15:39","PET"
"2018-03-09 13:15:38","PET"
"2018-03-09 13:15:37","VAL"
"2018-03-09 13:15:37","PET"
"2018-03-09 13:15:36","PET"
"2018-03-09 13:15:35","PET"
"2018-03-09 13:15:34","VAL"
"2018-03-09 13:15:32","PET"
"2018-03-09 13:15:32","PET"
"2018-03-09 13:15:30","PET"
"2018-03-09 13:15:29","PET"
"2018-03-09 13:15:29","PET"
"2018-03-09 13:15:28","PET"
"2018-03-09 13:15:28","PET"
"2018-03-09 13:15:26","PET"
"2018-03-09 13:15:24","VAL"
"2018-03-09 13:15:24","PET"
"2018-03-09 13:15:24","PET"
"2018-03-09 13:15:23","PET"
"2018-03-09 13:15:23","PET"
"2018-03-09 13:15:21","PET"
"2018-03-09 13:15:20","PET"
"2018-03-09 13:15:19","PET"
"2018-03-09 13:15:18","PET"
"2018-03-09 13:15:18","PET"
"2018-03-09 13:15:15","PET"
"2018-03-09 13:15:15","PET"
"2018-03-09 13:15:14","PET"
"2018-03-09 13:15:14","VAL"
"2018-03-09 13:15:13","PET"
"2018-03-09 13:15:11","PET"
"2018-03-09 13:15:11","VAL"
"2018-03-09 13:15:10","PET"
"2018-03-09 13:15:10","PET"
"2018-03-09 13:15:08","PET"
"2018-03-09 13:15:07","PET"
"2018-03-09 13:15:07","PET"
"2018-03-09 13:15:05","PET"
"2018-03-09 13:15:04","PET"
"2018-03-09 13:15:03","PET"
"2018-03-09 13:15:03","PET"
"2018-03-09 13:15:02","PET"
"2018-03-09 13:15:00","PET"
"2018-03-09 13:14:59","VAL"
"2018-03-09 13:14:59","VAL"
"2018-03-09 13:14:58","PET"
"2018-03-09 13:14:58","PET"
"2018-03-09 13:14:57","PET"
"2018-03-09 13:14:56","VAL"
"2018-03-09 13:14:56","PET"
"2018-03-09 13:14:55","PER"
"2018-03-09 13:14:54","PET"
"2018-03-09 13:14:54","VAL"
"2018-03-09 13:14:52","VAL"
"2018-03-09 13:14:52","VAL"
"2018-03-09 13:14:51","PET"
"2018-03-09 13:14:50","PET"
"2018-03-09 13:14:49","PET"
"2018-03-09 13:14:49","VAL"
"2018-03-09 13:14:47","VAL"
"2018-03-09 13:14:46","VAL"
"2018-03-09 13:14:46","PET"
"2018-03-09 13:14:45","PET"
"2018-03-09 13:14:44","VAL"
"2018-03-09 13:14:44","VAL"
"2018-03-09 13:14:44","PET"
"2018-03-09 13:14:42","PET"
"2018-03-09 13:14:42","VAL"
"2018-03-09 13:14:42","PET"
"2018-03-09 13:14:41","VAL"
"2018-03-09 13:14:40","PET"
"2018-03-09 13:14:40","VAL"
"2018-03-09 13:14:40","VAL"
"2018-03-09 13:14:39","PET"
"2018-03-09 13:14:39","VAL"
"2018-03-09 13:14:38","VAL"
"2018-03-09 13:14:38","PET"
"2018-03-09 13:14:37","PER"
"2018-03-09 13:14:36","PET"
"2018-03-09 13:14:36","VAL"
"2018-03-09 13:14:36","PER"
"2018-03-09 13:14:35","PET"
"2018-03-09 13:14:34","VAL"
"2018-03-09 13:14:34","PET"
"2018-03-09 13:14:33","PET"
"2018-03-09 13:14:32","VAL"
"2018-03-09 13:14:31","PET"
"2018-03-09 13:14:30","VAL"
"2018-03-09 13:14:29","VAL"
"2018-03-09 13:14:29","PET"
"2018-03-09 13:14:28","VAL"
"2018-03-09 13:14:28","VAL"
"2018-03-09 13:14:28","PET"
"2018-03-09 13:14:27","VAL"
"2018-03-09 13:14:27","PET"
"2018-03-09 13:14:26","PET"
"2018-03-09 13:14:26","PET"
"2018-03-09 13:14:26","VAL"
"2018-03-09 13:14:25","PET"
"2018-03-09 13:14:25","VAL"
"2018-03-09 13:14:25","VAL"
"2018-03-09 13:14:24","PET"
"2018-03-09 13:14:22","PET"
"2018-03-09 13:14:22","VAL"
"2018-03-09 13:14:22","PET"
"2018-03-09 13:14:21","PET"
"2018-03-09 13:14:20","VAL"
"2018-03-09 13:14:20","PET"
"2018-03-09 13:14:18","PET"
"2018-03-09 13:14:18","PET"
"2018-03-09 13:14:16","PET"
"2018-03-09 13:14:15","PET"
"2018-03-09 13:14:15","PET"
"2018-03-09 13:14:13","PET"
"2018-03-09 13:14:12","PET"
"2018-03-09 13:14:10","PET"
"2018-03-09 13:14:10","PET"
"2018-03-09 13:14:09","VAL"
"2018-03-09 13:14:08","PET"
"2018-03-09 13:14:08","VAL"
"2018-03-09 13:14:07","VAL"
"2018-03-09 13:14:06","VAL"
"2018-03-09 13:14:06","PET"
"2018-03-09 13:14:06","PET"
"2018-03-09 13:14:05","PET"
"2018-03-09 13:14:04","VAL"
"2018-03-09 13:14:04","PET"
"2018-03-09 13:14:03","PET"
"2018-03-09 13:14:02","VAL"
"2018-03-09 13:14:02","VAL"
"2018-03-09 13:14:01","PET"
"2018-03-09 13:14:00","PET"
"2018-03-09 13:13:59","PET"
"2018-03-09 13:13:57","PET"
"2018-03-09 13:13:57","PET"
"2018-03-09 13:13:56","PET"
"2018-03-09 13:13:55","PET"
"2018-03-09 13:13:55","VAL"
"2018-03-09 13:13:53","PET"
"2018-03-09 13:13:52","PET"
"2018-03-09 13:13:51","PET"
"2018-03-09 13:13:51","PER"
"2018-03-09 13:13:50","PER"
"2018-03-09 13:13:50","PET"
"2018-03-09 13:13:50","PER"
"2018-03-09 13:13:49","PET"
"2018-03-09 13:13:48","PER"
"2018-03-09 13:13:48","VAL"
"2018-03-09 13:13:47","VAL"
"2018-03-09 13:13:47","PET"
"2018-03-09 13:13:45","PET"
"2018-03-09 13:13:44","PET"
"2018-03-09 13:13:44","PET"
"2018-03-09 13:13:44","PET"
"2018-03-09 13:13:43","PER"
"2018-03-09 13:13:41","VAL"
"2018-03-09 13:13:41","VAL"
"2018-03-09 13:13:39","PET"
"2018-03-09 13:13:39","VAL"
"2018-03-09 13:13:39","VAL"
"2018-03-09 13:13:39","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","VAL"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:37","PET"
"2018-03-09 13:13:30","PET"
"2018-03-09 13:13:30","PET"
"2018-03-09 13:13:29","VAL"
"2018-03-09 13:13:28","PET"
"2018-03-09 13:13:28","VAL"
"2018-03-09 13:13:27","PET"
"2018-03-09 13:13:26","PET"
"2018-03-09 13:13:26","VAL"
"2018-03-09 13:13:26","VAL"
"2018-03-09 13:13:24","VAL"
"2018-03-09 13:13:24","PET"
"2018-03-09 13:13:23","PET"
"2018-03-09 13:13:23","VAL"
"2018-03-09 13:13:22","VAL"
"2018-03-09 13:13:22","VAL"
"2018-03-09 13:13:21","PET"
"2018-03-09 13:13:21","PET"
"2018-03-09 13:13:20","PET"
"2018-03-09 13:13:20","PET"
"2018-03-09 13:13:17","PET"
"2018-03-09 13:13:17","PET"
"2018-03-09 13:13:16","VAL"
"2018-03-09 13:13:15","VAL"
"2018-03-09 13:13:15","PET"
"2018-03-09 13:13:14","PET"
"2018-03-09 13:13:13","PET"
"2018-03-09 13:13:13","VAL"
"2018-03-09 13:13:12","PET"
"2018-03-09 13:13:12","VAL"
"2018-03-09 13:13:11","VAL"
"2018-03-09 13:13:11","PET"
"2018-03-09 13:13:10","PET"
"2018-03-09 13:13:09","VAL"
"2018-03-09 13:13:09","VAL"
"2018-03-09 13:13:09","PET"
"2018-03-09 13:13:07","VAL"
"2018-03-09 13:13:07","PET"
"2018-03-09 13:13:07","PET"
"2018-03-09 13:13:06","VAL"
"2018-03-09 13:13:05","PET"
"2018-03-09 13:13:05","VAL"
"2018-03-09 13:13:05","VAL"
"2018-03-09 13:13:04","VAL"
"2018-03-09 13:13:04","PET"
"2018-03-09 13:13:03","PET"
"2018-03-09 13:13:02","PET"
"2018-03-09 13:13:02","PET"
"2018-03-09 13:13:01","VAL"
"2018-03-09 13:12:59","PET"
"2018-03-09 13:12:58","PET"
"2018-03-09 13:12:57","PER"
"2018-03-09 13:12:57","PET"
"2018-03-09 13:12:57","VAL"
"2018-03-09 13:12:57","PET"
"2018-03-09 13:12:56","VAL"
"2018-03-09 13:12:55","VAL"
"2018-03-09 13:12:55","PET"
"2018-03-09 13:12:54","PET"
"2018-03-09 13:12:53","PET"
"2018-03-09 13:12:53","VAL"
"2018-03-09 13:12:52","PET"
"2018-03-09 13:12:52","VAL"
"2018-03-09 13:12:50","PET"
"2018-03-09 13:12:50","PET"
"2018-03-09 13:12:50","VAL"
"2018-03-09 13:12:49","VAL"
"2018-03-09 13:12:48","VAL"
"2018-03-09 13:12:48","PET"
"2018-03-09 13:12:47","VAL"
"2018-03-09 13:12:47","PET"
"2018-03-09 13:12:46","PET"
"2018-03-09 13:12:46","VAL"
"2018-03-09 13:12:45","PET"
"2018-03-09 13:12:44","VAL"
"2018-03-09 13:12:44","PET"
"2018-03-09 13:12:42","PET"
"2018-03-09 13:12:42","VAL"
"2018-03-09 13:12:41","PET"
"2018-03-09 13:12:40","PET"
"2018-03-09 13:12:40","VAL"
"2018-03-09 13:12:38","PET"
"2018-03-09 13:12:38","VAL"
"2018-03-09 13:12:37","PET"
"2018-03-09 13:12:37","VAL"
"2018-03-09 13:12:36","VAL"
"2018-03-09 13:12:35","PET"
"2018-03-09 13:12:35","PET"
"2018-03-09 13:12:34","PET"
"2018-03-09 13:12:34","PET"
"2018-03-09 13:12:32","PET"
"2018-03-09 13:12:31","PET"
"2018-03-09 13:12:31","VAL"
"2018-03-09 13:12:30","PER"
"2018-03-09 13:12:30","PET"
"2018-03-09 13:12:30","VAL"
"2018-03-09 13:12:29","VAL"
"2018-03-09 13:12:28","PET"
"2018-03-09 13:12:28","PET"
"2018-03-09 13:12:28","VAL"
"2018-03-09 13:12:26","PET"
"2018-03-09 13:12:26","PET"
"2018-03-09 13:12:25","VAL"
"2018-03-09 13:12:24","VAL"
"2018-03-09 13:12:24","PET"
"2018-03-09 13:12:24","PET"
"2018-03-09 13:12:22","PET"
"2018-03-09 13:12:21","PET"
"2018-03-09 13:12:21","PET"
"2018-03-09 13:12:19","PET"
"2018-03-09 13:12:18","PET"
"2018-03-09 13:12:17","PET"
"2018-03-09 13:12:17","PET"
"2018-03-09 13:12:15","PET"
"2018-03-09 13:12:15","PET"
"2018-03-09 13:12:14","PET"
"2018-03-09 13:12:14","VAL"
"2018-03-09 13:12:13","VAL"
"2018-03-09 13:12:12","PET"
"2018-03-09 13:12:11","VAL"
"2018-03-09 13:12:11","PET"
"2018-03-09 13:12:10","PET"
"2018-03-09 13:12:09","PET"
"2018-03-09 13:12:09","VAL"
"2018-03-09 13:12:09","VAL"
"2018-03-09 13:12:08","PET"
"2018-03-09 13:12:06","PET"
"2018-03-09 13:12:06","PET"
"2018-03-09 13:12:04","PET"
"2018-03-09 13:12:03","PET"
"2018-03-09 13:12:03","PET"
"2018-03-09 13:12:02","PET"
"2018-03-09 13:12:00","PET"
"2018-03-09 13:11:59","PET"
"2018-03-09 13:11:59","PET"
"2018-03-09 13:11:58","PER"
"2018-03-09 13:11:58","PER"
"2018-03-09 13:11:56","PET"
"2018-03-09 13:11:55","VAL"
"2018-03-09 13:11:54","PET"
"2018-03-09 13:11:54","VAL"
"2018-03-09 13:11:52","PET"
"2018-03-09 13:11:52","PER"
"2018-03-09 13:11:52","VAL"
"2018-03-09 13:11:52","PER"
"2018-03-09 13:11:51","PER"
"2018-03-09 13:11:51","PET"
"2018-03-09 13:11:50","PET"
"2018-03-09 13:11:48","VAL"
"2018-03-09 13:11:48","VAL"
"2018-03-09 13:11:47","PER"
"2018-03-09 13:11:47","PET"
"2018-03-09 13:11:46","PET"
"2018-03-09 13:11:45","VAL"
"2018-03-09 13:11:45","VAL"
"2018-03-09 13:11:44","VAL"
"2018-03-09 13:11:44","PET"
"2018-03-09 13:11:44","VAL"
"2018-03-09 13:11:44","PET"
"2018-03-09 13:11:43","PER"
"2018-03-09 13:11:42","PET"
"2018-03-09 13:11:41","PET"
"2018-03-09 13:01:49","PER"
"2018-03-09 12:59:09","VAL"
"2018-03-09 12:58:57","PET"
"2018-03-09 12:58:42","PER"
"2018-03-09 12:58:40","VAL"
"2018-03-09 12:58:39","PET"
"2018-03-09 12:57:58","PER"
"2018-03-09 12:57:42","VAL"
"2018-03-09 12:57:36","PET"
"2018-03-09 12:57:09","PER"
"2018-03-09 12:55:42","PER"
"2018-03-09 12:55:29","PER"
"2018-03-09 12:55:27","PET"
"2018-03-09 12:55:27","VAL"
"2018-03-09 12:55:18","VAL"
"2018-03-09 12:55:00","PET"
"2018-03-09 12:54:27","PET"
"2018-03-09 12:51:46","PET"
"2018-03-09 12:50:05","PER"
"2018-03-09 12:47:04","PER"
"2018-03-09 12:46:52","VAL"
"2018-03-09 12:46:45","PET"
"2018-03-09 12:46:35","PET"
"2018-03-09 12:34:28","VAL"
"2018-03-09 12:34:28","PER"
"2018-03-09 12:34:27","PET"
"2018-03-09 12:33:38","PER"
"2018-03-09 12:33:26","PER"
"2018-03-09 12:30:56","PER"
"2018-03-09 12:30:45","PER"
"2018-03-09 12:30:40","PER"
"2018-03-09 12:30:33","PER"
"2018-03-09 12:27:27","PER"
"2018-03-09 12:26:19","PER"
"2018-03-09 12:26:15","PER"
"2018-03-09 12:25:30","ERR"
"2018-03-09 12:25:30","COM"
"2018-03-09 12:25:16","PET"
"2018-03-09 12:24:36","PER"
"2018-03-09 12:23:20","PER"
"2018-03-09 12:22:48","PER"
"2018-03-09 12:21:27","PER"
"2018-03-09 12:21:18","PER"
"2018-03-09 12:16:26","VAL"
"2018-03-09 12:15:43","PET"
"2018-03-09 12:15:37","PET"
"2018-03-09 12:01:52","ERR"
"2018-03-09 12:01:52","COM"
"2018-03-09 12:01:22","COM"
"2018-03-09 12:01:22","ERR"
"2018-03-09 11:55:55","ERR"
"2018-03-09 11:55:55","COM"
"2018-03-09 11:54:23","COM"
"2018-03-09 11:09:59","VAL"
"2018-03-09 11:09:45","PET"
"2018-03-09 11:09:11","PET"
"2018-03-09 11:04:58","PET"
"2018-03-09 11:03:19","VAL"
"2018-03-09 11:03:03","PET"
"2018-03-09 11:00:51","PET"
"2018-03-09 10:53:57","PET"
"2018-03-09 10:52:02","PET"
"2018-03-09 10:51:28","VAL"
"2018-03-09 10:51:20","PET"
"2018-03-09 10:51:00","PET"
"2018-03-09 10:50:47","PET"
"2018-03-09 10:49:59","PET"
"2018-03-09 10:48:53","VAL"
"2018-03-09 10:48:47","PET"
"2018-03-09 10:47:31","PET"
"2018-03-09 10:22:33","PER"
"2018-03-09 10:22:32","VAL"
"2018-03-09 10:22:32","PER"
"2018-03-09 10:22:31","PET"
"2018-03-09 10:22:31","VAL"
"2018-03-09 10:22:30","PET"
"2018-03-09 10:16:58","PET"
"2018-03-09 10:16:55","PET"
"2018-03-09 10:16:28","PET"
"2018-03-09 10:11:44","PET"
"2018-03-09 10:08:03","PER"
"2018-03-09 10:07:50","PER"
"2018-03-09 10:07:41","VAL"
"2018-03-09 10:07:37","ERR"
"2018-03-09 10:07:33","ERR"
"2018-03-09 10:07:31","ERR"
"2018-03-09 10:07:27","ERR"
"2018-03-09 10:07:25","ERR"
"2018-03-09 10:07:20","PET"
"2018-03-09 10:06:02","VAL"
"2018-03-09 10:06:02","PER"
"2018-03-09 10:06:01","PET"
"2018-03-09 10:04:45","VAL"
"2018-03-09 10:04:45","PER"
"2018-03-09 10:04:44","PET"
"2018-03-09 10:04:44","PER"
"2018-03-09 10:04:43","VAL"
"2018-03-09 10:04:42","PET"
"2018-03-09 10:04:42","PER"
"2018-03-09 10:04:41","VAL"
"2018-03-09 10:04:40","PER"
"2018-03-09 10:04:40","PET"
"2018-03-09 10:04:39","VAL"
"2018-03-09 10:04:38","PET"
"2018-03-09 10:04:38","PER"
"2018-03-09 10:04:37","VAL"
"2018-03-09 10:04:37","PET"
"2018-03-09 10:03:29","PER"
"2018-03-09 10:03:28","VAL"
"2018-03-09 10:03:27","PER"
"2018-03-09 10:03:27","PET"
"2018-03-09 10:03:26","PER"
"2018-03-09 10:03:26","VAL"
"2018-03-09 10:03:25","PER"
"2018-03-09 10:03:25","PET"
"2018-03-09 10:03:25","VAL"
"2018-03-09 10:03:24","VAL"
"2018-03-09 10:03:24","PET"
"2018-03-09 10:03:23","PER"
"2018-03-09 10:03:23","PET"
"2018-03-09 10:03:22","VAL"
"2018-03-09 10:03:21","PET"
"2018-03-09 09:58:43","PER"
"2018-03-09 09:58:36","VAL"
"2018-03-09 09:58:36","PET"
"2018-03-09 09:56:18","PER"
"2018-03-09 09:56:17","VAL"
"2018-03-09 09:56:17","PET"
"2018-03-09 09:56:16","PER"
"2018-03-09 09:56:15","PER"
"2018-03-09 09:56:15","PER"
"2018-03-09 09:56:15","PER"
"2018-03-09 09:56:14","VAL"
"2018-03-09 09:56:14","VAL"
"2018-03-09 09:56:13","VAL"
"2018-03-09 09:56:13","PET"
"2018-03-09 09:56:13","VAL"
"2018-03-09 09:56:12","PET"
"2018-03-09 09:56:12","PET"
"2018-03-09 09:56:12","PET"
"2018-03-09 09:52:24","PET"
"2018-03-09 09:52:24","PET"
"2018-03-09 09:52:24","PET"
"2018-03-09 09:52:23","PET"
"2018-03-09 09:52:23","PET"
"2018-03-09 09:51:10","PER"
"2018-03-09 09:51:09","VAL"
"2018-03-09 09:51:08","PET"
"2018-03-09 09:45:48","PET"
"2018-03-09 09:37:44","VAL"
"2018-03-09 09:37:31","PET"
"2018-03-09 09:21:13","PER"
"2018-03-09 09:21:12","VAL"
"2018-03-09 09:21:11","PET"
"2018-03-09 09:20:44","PER"
"2018-03-09 09:20:43","VAL"
"2018-03-09 09:20:42","PET"
"2018-03-09 09:20:10","VAL"
"2018-03-09 09:20:10","PET"
"2018-03-09 09:10:59","ERR"
"2018-03-09 09:09:45","PER"
"2018-03-09 09:09:43","VAL"
"2018-03-09 09:09:43","PET"
"2018-03-09 08:55:52","ERR"
"2018-03-09 08:37:13","VAL"
"2018-03-09 08:37:12","PER"
"2018-03-09 08:37:11","PET"
"2018-03-09 08:35:00","VAL"
"2018-03-09 08:34:26","PET"
"2018-03-09 08:34:01","PET"
"2018-03-09 08:33:58","PET"
"2018-03-09 08:26:24","PET"
"2018-03-09 08:15:36","VAL"
"2018-03-09 08:15:35","PER"
"2018-03-09 08:15:35","PET"
"2018-03-09 08:10:23","ERR"
"2018-03-09 08:10:23","ERR"
"2018-03-09 08:10:22","ERR"
"2018-03-09 08:10:22","ERR"
"2018-03-09 08:10:22","ERR"
"2018-03-09 08:10:21","COM"
"2018-03-09 08:10:21","COM"
"2018-03-09 08:10:21","COM"
"2018-03-09 08:10:21","ERR"
"2018-03-09 08:10:20","COM"
"2018-03-09 08:10:20","COM"
"2018-03-09 08:10:20","COM"
"2018-03-09 08:10:20","COM"
"2018-03-09 08:10:20","COM"
"2018-03-09 08:10:19","COM"
"2018-03-09 08:10:19","COM"
"2018-03-09 08:10:19","COM"
"2018-03-09 08:10:19","COM"
"2018-03-09 08:10:18","COM"
"2018-03-09 08:10:18","COM"
"2018-03-09 08:10:18","COM"
"2018-03-09 08:10:17","COM"
"2018-03-09 08:10:17","COM"
"2018-03-09 08:10:17","COM"
"2018-03-09 08:10:17","COM"
"2018-03-09 08:10:17","COM"
"2018-03-09 08:10:16","COM"
"2018-03-09 08:10:16","COM"
"2018-03-09 08:10:16","COM"
"2018-03-09 08:10:16","COM"
"2018-03-09 08:10:15","COM"
"2018-03-09 08:10:15","COM"
"2018-03-09 08:10:15","COM"
"2018-03-09 08:10:15","COM"
"2018-03-09 08:10:15","COM"
"2018-03-09 08:10:14","COM"
"2018-03-09 08:10:14","COM"
"2018-03-09 08:10:14","COM"
"2018-03-09 08:10:14","COM"
"2018-03-09 08:10:13","COM"
"2018-03-09 08:10:13","COM"
"2018-03-09 08:10:13","COM"
"2018-03-09 08:10:13","COM"
"2018-03-09 08:10:13","COM"
"2018-03-09 08:10:12","COM"
"2018-03-09 08:10:12","COM"
"2018-03-09 08:10:12","COM"
"2018-03-09 08:10:12","COM"
"2018-03-09 08:10:11","COM"
"2018-03-09 08:10:11","COM"
"2018-03-09 08:10:11","COM"
"2018-03-09 08:10:11","COM"
"2018-03-09 08:10:11","COM"
"2018-03-09 08:10:10","COM"
"2018-03-09 08:10:10","COM"
"2018-03-09 08:10:10","COM"
"2018-03-09 08:10:10","COM"
"2018-03-09 08:10:09","COM"
"2018-03-09 08:10:09","COM"
"2018-03-09 08:10:09","COM"
"2018-03-09 08:10:08","COM"
"2018-03-09 08:10:08","COM"
"2018-03-09 08:10:08","COM"
"2018-03-09 08:10:08","COM"
"2018-03-09 08:10:07","COM"
"2018-03-09 08:10:07","COM"
"2018-03-09 08:10:07","COM"
"2018-03-09 08:10:07","COM"
"2018-03-09 08:10:06","COM"
"2018-03-09 08:10:06","COM"
"2018-03-09 08:10:06","COM"
"2018-03-09 08:10:06","COM"
"2018-03-09 08:10:05","COM"
"2018-03-09 08:10:05","COM"
"2018-03-09 08:10:05","COM"
"2018-03-09 08:10:05","COM"
"2018-03-09 08:10:04","COM"
"2018-03-09 08:10:04","COM"
"2018-03-09 08:10:04","COM"
"2018-03-09 08:10:04","COM"
"2018-03-09 08:10:03","COM"
"2018-03-09 08:10:03","COM"
"2018-03-09 08:10:03","COM"
"2018-03-09 08:10:03","COM"
"2018-03-09 08:10:02","COM"
"2018-03-09 08:10:02","COM"
"2018-03-09 08:10:02","COM"
"2018-03-09 08:10:02","COM"
"2018-03-09 08:10:02","COM"
"2018-03-09 08:10:01","COM"
"2018-03-09 08:10:01","COM"
"2018-03-09 08:10:01","COM"
"2018-03-09 08:10:00","COM"
"2018-03-09 08:10:00","COM"
"2018-03-09 08:10:00","COM"
"2018-03-09 08:10:00","COM"
"2018-03-09 08:09:59","COM"
"2018-03-09 08:09:59","COM"
"2018-03-09 08:09:59","COM"
"2018-03-09 08:09:58","COM"
"2018-03-09 08:08:26","COM"
"2018-03-09 08:08:25","COM"
"2018-03-09 08:08:25","COM"
"2018-03-09 08:08:25","COM"
"2018-03-09 08:08:25","COM"
"2018-03-09 08:08:24","COM"
"2018-03-09 08:08:24","COM"
"2018-03-09 08:08:24","COM"
"2018-03-09 08:08:23","COM"
"2018-03-09 08:08:23","COM"
"2018-03-09 08:08:23","COM"
"2018-03-09 08:08:23","COM"
"2018-03-09 08:08:23","COM"
"2018-03-09 08:08:22","COM"
"2018-03-09 08:08:22","COM"
"2018-03-09 08:08:22","COM"
"2018-03-09 08:08:21","COM"
"2018-03-09 08:08:21","COM"
"2018-03-09 08:08:21","COM"
"2018-03-09 08:08:20","COM"
"2018-03-09 08:06:47","COM"
"2018-03-08 21:12:45","PER"
"2018-03-08 21:12:45","VAL"
"2018-03-08 21:12:44","PET"
"2018-03-08 17:09:09","PER"
"2018-03-08 17:09:09","VAL"
"2018-03-08 17:09:07","PET"
"2018-03-08 16:46:49","PER"
"2018-03-08 16:46:49","PET"
"2018-03-08 16:46:49","VAL"
"2018-03-08 16:38:33","PET"
"2018-03-08 16:38:33","VAL"
"2018-03-08 16:38:33","PER"
"2018-03-08 16:25:02","VAL"
"2018-03-08 16:25:02","PER"
"2018-03-08 16:25:00","PET"
"2018-03-08 15:11:24","PER"
"2018-03-08 15:10:58","PER"
"2018-03-08 15:10:44","PER"
"2018-03-08 15:09:06","PER"
"2018-03-08 15:09:05","VAL"
"2018-03-08 15:09:04","PET"
"2018-03-08 15:01:40","PER"
"2018-03-08 15:01:40","PET"
"2018-03-08 15:01:40","VAL"
"2018-03-08 15:01:25","VAL"
"2018-03-08 15:00:07","PET"
"2018-03-08 14:55:44","PET"
"2018-03-08 14:53:06","COM"
"2018-03-08 14:53:06","COM"
"2018-03-08 14:51:39","VAL"
"2018-03-08 14:51:39","PER"
"2018-03-08 14:51:38","PET"
"2018-03-08 14:48:38","PER"
"2018-03-08 14:47:56","VAL"
"2018-03-08 14:47:33","ERR"
"2018-03-08 14:47:03","PET"
"2018-03-08 14:46:04","COM"
"2018-03-08 14:46:04","COM"
"2018-03-08 14:45:48","COM"
"2018-03-08 14:43:54","PET"
"2018-03-08 14:43:54","PER"
"2018-03-08 14:43:54","VAL"
"2018-03-08 14:42:06","PET"
"2018-03-08 14:42:01","PET"
"2018-03-08 14:41:05","VAL"
"2018-03-08 14:40:54","PET"
"2018-03-08 14:40:42","PET"
"2018-03-08 14:39:44","COM"
"2018-03-08 14:39:43","COM"
"2018-03-08 14:39:41","PET"
"2018-03-08 14:38:24","COM"
"2018-03-08 14:37:36","ERR"
"2018-03-08 14:37:34","ERR"
"2018-03-08 14:37:06","PET"
"2018-03-08 14:35:00","ERR"
"2018-03-08 14:30:09","ERR"
"2018-03-08 14:23:17","ERR"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:39","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:38","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:37","COM"
"2018-03-08 14:16:36","COM"
"2018-03-08 14:16:36","COM"
"2018-03-08 14:16:36","COM"
